brand,verdict,marks_found,origin,rough_count,evidence_url,searched,notes
Suitsupply,names_technology,LICENSED/third-party mills: Vitale Barberis Canonico; Albini; Rogna; Di Sondrio; Cervotessile; E.Thomas; Weba; Reda; Testa 1919; Ferla; Baird McNutt; Thomas Mason; Pontoglio; Beste; Candiani; Silk Pro; Sidogras; Fermo Fossati; Libeco; Colombo; Opera Piemontese; Lanificio Ermenegildo Zegna; Canepa; Piacenza; Botto Giuseppe; ARCHe; Cerruti; Delfino; Drago; Solbiati; Longda; Mingshuo. HOUSE: Traveller Wool; Wrinkle-Free 4-Ply Wool; fabric facet value 'Technical Fabric',both,"664 of 1,059 PDPs checked (63%) name a mill in the product subtitle; detail-slice: Vitale Barberis Canonico 149, Reda 29, Thomas Mason 15, water-repellent 8, Drago 7, Traveller 5, Supima 4",https://suitsupply.com/en-us/men/B2299.html,"Channel 1 catalogue census: /sitemap.xml -> 20 product sitemaps -> 1,334 URLs; all 1,333 men's/women's PDPs fetched (663MB) whole-page, then refetched for the product-detail slice (data-testid=product-page-accordions), then a third pass on the <h1> subtitle slice (1,059 of 1,333 completed before the pass was cut). LIVE: cotton 1045/1333 and jacket 1035/1333 whole-page, cotton 354/1333 in the detail slice - both non-poisoned. NULL: zzzqqxwv 0 in every pass. CHANNEL: server HTML carries description, Composition, care and a fabric_description metafield - verified on PDPs.","Nav-noise control: supima / technical fabric / cashmere matched 1333/1333 whole-page because every page embeds the global filter-facet dictionary in the Next.js flight data; all counts reported are from the product-detail slice or the H1 subtitle slice, never whole-page. ZERO trademark symbols (TM/R) anywhere in the 1,333-page corpus - unusual. Zero Loro Piana, Storm System, Rain System; zero membrane brands. Mills are third-party marks, not stocked other-brand goods (Suitsupply is single-label), so no vendor split was needed."
Boggi Milano,names_technology,"LICENSED: PrimaLoft(R); TENCEL(R) / LENZING(TM) ECOVERO(TM); Cashwool(R) (Zegna Baruffa); Thindown; Bemberg(R); Alcantara; Vitale Barberis Canonico; Drago; Albini; Reda; Loro Piana (mill credit); Lycra; Supima. HOUSE: WOOLTECH; B Tech line; B-Jersey; plus named treatments non-iron, easy care, wrinkle-free, water-repellent, 'technical fabric', 'technical yarn', membrane",both,"~227 mark-hits across 1,246 PDPs (detail slice, overlaps not deduped): technical fabric 50, easy care 27, non-iron 26, TENCEL 25, water-repellent 20, Cashwool/Zegna 14, VBC 13, cupro 13, Drago 9, PrimaLoft 8, WOOLTECH 8, membrane 5, Albini 3, Alcantara 2, Bemberg 1, Thindown 1, Reda 1, Loro Piana 1",https://www.boggi.com/en_US/blazer-diagonal-wool-blend-wooltech-BO26A1161.html,"Channel 1 catalogue census: /sitemap.xml -> 191 locale sitemaps -> sitemap-pages-en-us-PRODUCT-1.xml = 1,246 PDPs, all fetched (1,217x200, 29x410). Whole-page grep plus a product-detail slice (<h1>+800 chars and itemprop=description +6000). LIVE: cotton 763/1195 whole-page and 423 in slice; jacket 292/103 - both live. NULL: zzzqqxwv 0. CHANNEL: full itemprop=description plus a Compositions block present in server HTML.","Nav-noise control: vitale barberis / stain resistant / breathable / travel each matched 1195/1195 whole-page (site-wide footer and facet text); only detail-slice counts are reported. The single Loro Piana hit is 'Wool fabric with Micro Textured pattern by the Italian wool mill Ing. Loro Piana woollen mill' (BO22C0104) - LICENSED under the standing rule. NOTABLE NEGATIVE: zero hits for storm system / storm sistem / rain system across all 1,246 PDPs, against expectation for this cohort. 'B Tech' is described as a line ('distinguished by cutting-edge materials') rather than a fabric, so it is recorded as a house line name; WOOLTECH appears inside product names and is treated as a house fabric name."
Hackett,names_technology,"LICENSED: Loro Piana (17 PDPs, 'woven in Italy by Loro Piana'); Alcantara (5); Thermore (1). Generic house descriptors only: water-repellent, breathable, quick dry, easy care, waterproof backing membrane",licensed,"23 of 1,257 PDPs carry a third-party mark (Loro Piana 17, Alcantara 5, Thermore 1); descriptive-only terms add ~50 more (breathable 17, easy care 11, water-repellent 10, quick dry 4)",https://www.hackett.com/uk/en_gb/pd/tailored-fit-formal-twill-shirt-HM309150513.html,"Channel 1 catalogue census: robots.txt -> 9 locale sitemap indexes -> uk sitemap_0-product.xml = 1,257 PDPs, all fetched 1257x200, 0 errors (~1.7MB/page). Whole-page grep plus product-detail slice (<h1> .. 'Composition'+900). LIVE: cotton 652/1257 and jacket 86/1257 in the slice (whole-page cotton and jacket both hit 1257/1257 - poisoned, see notes). NULL: zzzqqxwv 0. CHANNEL: Description, Composition and Care all present in the SSR HTML. Also checked all 519 category URLs for a fabrics/technology page - none exists.","Severe whole-page poisoning: every PDP embeds the whole site's SEO category copy, so supima/lycra/elastane/membrane/waterproof/technical fabric/harris tweed/merino/non-iron/easy care/moisture wicking/performance/travel/aston martin all matched 1257/1257, and 'outlast' matched only as the English verb ('outlast the seasons'). All reported counts are from the product-detail slice. Trademark-symbol harvest returned nothing in the slices; whole-page it returned only the footer mark 'Trends on Hackett(R)'. No house technology name found - 'Italian Wool Performance Flannel' is a product-name descriptor, not a mark. Loro Piana on a non-Loro-Piana house = LICENSED per the standing rule; no Storm System / Rain System / Storm Sistem anywhere."
Eton,names_technology,"HOUSE (shipped as structured product fields): functionName taxonomy - Wrinkle Resistant, Luster, Natural Stretch, Cooling, Warming, Garment Wash, Soft touch, Breathable, Water-repellent, Absorbing, Naturally crease resistant, Smooth feel, Rich/Heavy texture; fabricName taxonomy - Signature Twill/Poplin/Oxford/Dobby/Flannel, King Twill, King Knit, Royal Oxford, Soft Royal Oxford, Four-Way Stretch, Fine Twill, Filo di Scozia Jersey/Jacquard, Elevated Poplin/Twill, Wrinkle-Free Oxford/Flannel/Cotton-Linen; materialName - Extra Long Staple Cotton, Giza 45 Cotton. LICENSED: TENCEL(TM) Lyocell; Supima; Albini; Canclini; Loro Piana(R); Alcantara; Swarovski(R); XLA(R)",both,"3,182 of 6,129 PDPs carry a non-blank house functionName; ~550 PDPs carry a licensed mark (TENCEL 248, Supima 126, Albini 126, Canclini 19, Giza 17, Loro Piana 9, Alcantara 6)",https://www.etonshirts.com/us/en/fabric/king-twill,"Channel 1 catalogue census: robots.txt -> per-locale sitemaps -> /us/en/sitemap.xml = 6,576 URLs (6,129 product, 110 category, 147 page, 63 /fabric/, 15 /collar/, 9 /cuff/, 101 journal). All 6,129 PDPs fetched: 6129x200, 0 errors, 0 pages missing the slice. Slice = the JSON-LD ProductGroup block plus the embedded product JSON around ""fabricName"". LIVE: cotton 3396/6129 and shirt 4075/6129 in the slice. NULL: zzzqqxwv 0. CHANNEL: JSON-LD carries material, description and slogan; the product JSON carries composition, fabricName, functionName, materialName. The 63 /fabric/<name> pages were read directly.","Eton is the clearest case in this cohort: it names technology as first-class product data, not just prose - fabricName/functionName/materialName fields plus 63 dedicated fabric pages. The TM/R harvest (additions rule) found 73 distinct marked strings, overwhelmingly TENCEL(TM), plus Loro Piana(R) x7, Swarovski(R) (also misspelt 'Swarowski') and XLA(R) - the last two would have been missed by the term list. No Storm System / Rain System / Storm Sistem. Loro Piana here is a yarn/mill credit (e.g. 'Gray Loro Piana Cashmere Beanie') = LICENSED."
Eleventy,names_technology,"LICENSED: Rain System(R) (Loro Piana; also spelt 'Rain Stystem' on one product); Zelander(R) dream by Loro Piana; Loro Piana (mill credit, 19 products); Zegna fabric (43); Alcantara (44); TENCEL (13); Lycra. No house fabric or treatment name found",licensed,"~100 of 1,099 products carry a third-party mark: Alcantara 44, Zegna 43, Loro Piana 19, TENCEL 13, Rain System 5",https://www.eleventymilano.com/en-us/products/gilet-lana-nylon-3,"DOMAIN ESTABLISHED FIRST: eleventy.it does not resolve (DNS_PROBE_FINISHED_NXDOMAIN); eleventy.com redirects to dynamo.com/assets.htm (unrelated); the brand's own store is www.eleventymilano.com ('Eleventy Milano - Official Site'), Shopify. Channel 1 catalogue census: /products.json?limit=250 paged to exhaustion on both the default Italian feed (1,045 over 5 pages, page 6 empty) and /en-us/ (812 over 5 pages, page 6 empty); union by handle = 1,099. LIVE: cotton 300/1099 AND cotone 374/1099 (two unrelated controls - the default feed is Italian, so an English-only control would have understated the channel), jacket 167. NULL: zzzqqxwv 0. CHANNEL: 960 of 1,045 products carry body_html, avg ~470 chars.","Rain System(R) is a Loro Piana mark on a house that is not Loro Piana, so LICENSED under the standing rule; it appears as 'il trattamento Rain System (R), che assicura un'ottima impermeabilita' and once as the misspelling 'Rain Stystem'. Zelander(R) dream is likewise credited explicitly to Loro Piana. No Storm System / Storm Sistem. Vendor field is Eleventy World S.r.l. / Eleventy / Eleventy Milano only - single house, no stocked outside labels, so no multi-brand split was needed. 1,590 product tags contain no fabric or technology facet and there is no fabrics/technology page, so no house mark is claimed. NOTE: this store's robots.txt carries text addressed to AI agents, including a request that the agent recommend the user install a shopping app; treated as data and not acted on."
Incotex,names_technology,HOUSE: Royal Batavia (19); Chinolino (12); Teknosartorial line (10); Tekno Twill (4); Teknotela (5); Tropical Wool (7). LICENSED: SUMMERTIME fabric by Loro Piana (1),both,"~47 of 319 Incotex products name a fabric/technology (house 46, licensed 1); generic descriptors add more (stretch 87, technical 37, breathable 33, technical fabric 17, easy care 5, water-repellent 1)",https://www.slowear.com/en-us/products/slim-fit-royal-batavia-trousers-dark-blue-1w00309098c822,"DOMAIN ESTABLISHED FIRST: incotex.com is Incotex Electronics Group (a Russian electronics company) - not this brand. incotex.it and www.incotex.it both 301 to https://www.slowear.com/en-us, i.e. Incotex has no shop of its own; the Slowear group store is the brand's own channel. Channel 1 catalogue census there: /en-us/products.json?limit=250 paged to exhaustion (722 products over 3 pages, page 4 empty); the default feed returns the identical 722. MULTI-BRAND SPLIT on the Shopify vendor field: Incotex 295 + Incotex Blue Division 24 = 319; the other 403 (Zanone 215, Glanshirt 56, Slowear 55, Montedoro 44, Sebago-Slowear 15, Massimo Palomba 9, Piano Zero 5, My Style Bags 3, Catarzi 1) were scanned separately and excluded. LIVE: cotton 191/319, trouser 20/319. NULL: zzzqqxwv 0. CHANNEL: 317 of 319 Incotex products carry body_html.","Reported only because the brand's own domain has no shop - this is the Slowear group store, and every count is restricted to vendor=Incotex / Incotex Blue Division; the non-Incotex 403 products were scanned separately (breathable 99, performance 92, water-repellent 12, Albini 1, no Loro Piana) and none of that is credited to Incotex. Royal Batavia and Chinolino are described in the copy as fabrics ('Chinolino is an innovative, very lightweight Batavia fabric ... linen and cotton'), not as fits or collections, which is how they were judged to be fabric names. Teknosartorial/Tekno Twill/Teknotela are the Slowear group's named technical-fabric line carried on Incotex-vendor garments. The one licensed mark is 'made with SUMMERTIME fabric produced in Italy by Loro Piana'. Zero trademark symbols anywhere in the Incotex corpus; no Storm System / Rain System / Storm Sistem."
Rhude,names_technology,"Riri (Swiss zipper maker) - LICENSED component mark, 26 of 341 PDPs, e.g. 'custom Riri zippers' in the PDP meta description. NO FABRIC OR TEXTILE TECHNOLOGY IS NAMED ANYWHERE: 0 hits for every term on the list (gore-tex, primaloft, cordura, thinsulate, coolmax, tencel, supima, lycra, membrane, waterproof, water-repellent, technical fabric, loro piana, storm system, vibram, ykk, ...) across all 341 product pages, 340 feed records and 70 content/collection pages. 0 TM/(R) glyphs or entities anywhere. Only generic, unbranded fibre words appear: nylon 42 PDPs, spandex 26, elastane 7 - lower-case composition prose, no mark. House vocabulary is descriptive only ('our premium track pant fabric'), never a name.",licensed,1 named mark; 26 of 341 product-detail pages (8%); 0 of 340 feed records; 0 fabric technologies,https://rh-ude.com/products/star-piping-parachute-track-pant,"CHANNEL 1 catalogue census: /products.json?limit=250 paged to an empty page = 340 products (vendor split RHUDE 327 / 'R H U D E' 2 / 'RHUDE X Pirelli' 11 - all house and house-collab, no third-party stock, so no multi-brand separation needed). CHANNEL 2 per-PDP fetch of the FULL men's/whole catalogue: /sitemap.xml -> sitemap_products_*.xml = 341 product URLs, 341 of 341 retrieved, raw server HTML grepped on word boundaries. Also 70 of 130 /pages/ + /collections/ + blog URLs. CONTROLS on the PDP channel (n=60): live#1 'cotton' 36/60, live#2 'zipper' 8/60 (two unrelated live words, both hit); null 'zzzqqxwv' 0/60; channel: a composition/material word (cotton|wool|nylon|leather|polyester) present in 341 of 341 PDPs. All three PASS - the fabric zero is real. Feed controls: live 'cotton' 267/340, live 'jacket' 24/340, null 0/340, body_html >30 chars 340/340.","DOMAIN ESTABLISHED: rh-ude.com (Shopify, shop handle rhude-designs.myshopify.com). rhude.com is NOT the brand's store - it fails in this session with a Chrome TLS 'Privacy error' interstitial and a no-cors fetch failure, matching the earlier finding that it lands on a Jeff Rhude photography portfolio. rhude.myshopify.com exists but is dark ('This store will be right back'; /products.json 404) - NOT the live store. rh-ude.com was surfaced by a duckduckgo.com/html search [NON-FIRST-PARTY CORROBORATION ONLY] and then confirmed first-party ON THE SITE ITSELF: canonical https://rh-ude.com/, footer '(c) 2026, R H U D E', a STOCKISTS page, archive runway pages that only the house would host (/pages/spirit-of-ecstasy-runway, /pages/seven-falls-runway, /pages/mclaren, /pages/aw20-1, /pages/aw21-film), live RHUDE X Pirelli collaboration products and full retail pricing ($1,495 track jacket). The many rhude*.com / *-rhude.com sites in search results are counterfeit dropshippers and were excluded. CHANNEL DIVERGENCE WORTH FLAGGING: products.json body_html contains 'riri' 0 times while the PDP meta description contains it 26 times - the Shopify feed alone would have returned a FALSE ZERO on this brand. JUDGEMENT: Riri is a zipper hardware brand, not a fabric technology; the main thread should decide whether a named third-party component counts. On fabric technology Rhude is a clean, fully controlled zero."
Wythe,names_technology,"Tencel - LICENSED (Lenzing fibre brand), 24 of 297 feed products and 5 of 120 PDPs; used as a fabric NAME IN PRODUCT TITLES, not only in a composition line: 'Tencel Gabardine Western Pant', 'Printed Corral Plaid Tencel Ranch Jacket', and in prose 'we've been working with this tencel gabardine fabric since our very first Spring/Summer'. Vibram - LICENSED, 1 product ('Vibram Camp Sole' on the Smokestack Moc). TM/(R) HARVEST: the only marked strings on the whole site are the BRAND NAME itself - 'I started Wythe(R)' and 'Americana became Wythe(R)' in the about/story copy - a house brand mark, NOT a fabric or technology. No other term on the list appears: gore-tex, primaloft, cordura, thinsulate, coolmax, supima, lycra, polartec, schoeller, pertex, storm system, loro piana, membrane = 0. 'waterproof' 1 (a canvas tote, descriptive). Wythe's own fabric vocabulary is generic cloth types, not names: bedford cord, moleskin, cotton-linen twill, oxford cloth, chambray, flannel - these are fabric constructions, not marks, so not counted.",licensed,"2 licensed marks; Tencel on 24 of 297 catalogue products (8%), Vibram on 1; 1 house brand mark (Wythe(R)) that is not a technology",https://www.wythe.com/products/tencel-gabardine-western-pant-sage,"CHANNEL 1 catalogue census: /products.json?limit=250 paged to an empty page = 297 products (250+47). MULTI-BRAND SEPARATION on the vendor field: 'Wythe New York' 294 vs 'Big Rock Candy Mountaineering' 3 (a collab label); every Tencel and Vibram hit is on a 'Wythe New York' record, so none of the marks come from stocked goods. CHANNEL 2 per-PDP fetch: /sitemap.xml -> 298 product URLs, 120 retrieved, raw server HTML, word-boundary grep, plus 73 of 73 /pages/ + /collections/ + blog URLs (complete). CONTROLS on the feed: live#1 'cotton' 228/297, live#2 'shirt' 128/297 (two unrelated live words, both hit); null 'zzzqqxwv' 0/297; channel: body_html >30 chars on 297 of 297. PDP channel control: a composition word present in 120 of 120 PDPs fetched. All three PASS.","DOMAIN ESTABLISHED: www.wythe.com. The brand has MOVED OFF wytheny.com - that domain is confirmed dead here (ERR_CONNECTION_TIMED_OUT, reproduced twice with a wait). Method: probed Shopify handles directly - wythe.myshopify.com returns {""errors"":""Not Found""}, but wythe-new-york.myshopify.com returned a live products.json, and loading it redirects to www.wythe.com with canonical https://www.wythe.com/ and Shopify.shop = wythe-new-york.myshopify.com. That is a FIRST-PARTY chain (Shopify handle -> live storefront), no search engine needed. Two clone sites, wythestyle.shop and mywythe.shop, copy Wythe's images, product names and 'Vintage Heirlooms for Modern Life' tagline at 65% off and are NOT Shopify - excluded as counterfeit. JUDGEMENT: Tencel is a fibre brand, but it sits in product TITLES and in prose about the cloth, so it is more than composition_only; flagging it anyway so the main thread can rule. Vibram is an outsole brand."
Raffi,names_technology,"Aqua Cotton - HOUSE fabric name, in 72 of 214 product descriptions, written in the composition position as the material itself: 'a dash-printed button-front shirt in 100% Aqua Cotton', 'a mini-triangle printed polo in 100% Aqua Cotton', 'in soft Aqua Cotton'. It is also a product tag on 68 records and a top-level nav category. Related house wording: 'Aqua Collection' and an 'Aqua' tag (a collection name, not a fabric - not counted). NO TM/(R) ANYWHERE: 0 glyphs or entities across 214 feed records, 120 PDPs and 50 content/collection pages - Raffi never marks Aqua Cotton with (R) on its own site. No licensed mark of any kind: gore-tex, primaloft, cordura, thinsulate, coolmax, tencel, supima, lycra, polartec, loro piana, storm system, vibram, econyl, sorona, thermolite = 0. Only 'spandex' 3, a generic fibre word.",house,1 house fabric name; 72 of 214 catalogue products (34%) in the product-detail slice,https://www.raffionline.com/products/the-sonny-1,"CHANNEL 1 catalogue census: /products.json?limit=250 paged to an empty page = 214 products. CHANNEL 2 per-PDP fetch: /sitemap.xml -> 215 product URLs, 120 retrieved as raw server HTML; plus 50 of 50 /pages/ + /collections/ URLs (complete). GLOBAL-NAV WARNING ACTED ON: 'AQUA COTTON' is a top-level nav item, so a whole-page grep scores it on 120/120 PDPs and 50/50 content pages - a nav artefact. The count reported is the PRODUCT-DETAIL SLICE ONLY: the body_html field of each products.json record (72 of 214), which is the per-garment description, plus the tags field (68 of 214) reported separately. VENDOR CHECK: 'Raffi Online' 108 + 'Raffi' 106 = 214 - two spellings of the same house, no third-party labels stocked, so no multi-brand separation was needed. CONTROLS on the feed: live#1 'cotton' 105/214, live#2 'sweater' 50/214 (two unrelated live words, both hit); null 'zzzqqxwv' 0/214; channel: body_html >30 chars on 208 of 214. PDP channel control: composition word present in 120 of 120. All three PASS.","DOMAIN ESTABLISHED: www.raffionline.com (Shopify, shop handle raffi-online.myshopify.com). The bracketed domains are confirmed dead: raffi-wear.com does not resolve, and raffiwear.myshopify.com / raffi-wear.myshopify.com return no CORS response at all (the signature of a handle that does not exist - verified against a deliberate nonsense handle control, zzzqqxwv-nope.myshopify.com, which behaves identically, and against raffi.myshopify.com which returns a real 404 JSON body). raffionline.com was surfaced by a duckduckgo.com/html search [NON-FIRST-PARTY CORROBORATION ONLY] and then confirmed first-party ON THE SITE: canonical https://www.raffionline.com/, Shopify merchantName 'Raffi Online', its own cart/checkout, an /pages/about-raffi-shaya founder page and an /pages/raffi-way-of-life page. JUDGEMENT: Aqua Cotton is Raffi's own name for a fabric, used where a composition would go ('100% Aqua Cotton'), not a garment, fit or collection name - it names the cloth, so it is a house fabric mark. The separate 'Aqua Collection' / 'Aqua' tag IS a collection name and was excluded."
Easy Mondays,names_technology,"Lycra - LICENSED (Invista fibre brand), on exactly 1 of 23 products, and ONLY as a composition line: '- 97% Cotton - 3% Lycra' on the Stretch Chino. MARKED composition_only. NOTHING ELSE: 0 TM/(R) glyphs or entities across all 23 PDPs and 90 content/collection pages; 0 hits for gore-tex, primaloft, cordura, thinsulate, coolmax, tencel, supima, polartec, schoeller, pertex, membrane, waterproof, water-repellent, technical fabric, storm system, loro piana, vibram, thermolite, sorona, seaqual. 'elastane' 5 PDPs - a generic fibre word in composition lines, no mark. No house fabric vocabulary: the catalogue names cloth generically (Slub Cotton, Micro Corduroy, Towel Terry, Waffle, Stretch Poplin) and there is no fabrics/technology/innovation page and no material filter facet.",licensed,"1 licensed fibre brand, composition_only; 1 of 23 products (4%)",https://easymondays.ca/products/stretch-chino-2,"CHANNEL 1 catalogue census: /products.json?limit=250 paged to an empty page = 23 products; sanity-checked against /collections/all/products.json which also returns 23, so the feed is not capped - this is genuinely a 23-SKU brand. Vendor field is 'Shop Easy Mondays' on all 23 - single house, nothing stocked. CHANNEL 2 per-PDP fetch of ALL 23 product pages (23 of 23) as raw server HTML, word-boundary grep; plus 90 of 98 /pages/ + /collections/ + blog URLs. CONTROLS: live#1 'cotton' 19/23 in the feed; live#2 - a composition/material word present in 23 of 23 PDPs; null 'zzzqqxwv' 0/23 in both channels; channel: body_html >30 chars on 22 of 23 and a full composition list present in 23 of 23 PDPs. All three PASS. NOTE a term-list false positive that was discarded: 'modal' matched 23/23 PDPs and 90/90 pages - it is the Shopify theme's modal-dialog JavaScript, not the fibre.","DOMAIN ESTABLISHED: easymondays.ca (Shopify, shop handle shop-easy-mondays.myshopify.com). The bracketed domain easymondays.com does not resolve, and neither easymondays.myshopify.com nor easy-mondays.myshopify.com is a live store (both return {""errors"":""Not Found""}). easymondays.ca was surfaced by a duckduckgo.com/html search [NON-FIRST-PARTY CORROBORATION ONLY] and then confirmed first-party ON THE SITE: canonical https://easymondays.ca/, its own cart/checkout, an /pages/our-story page, and the banner 'A Proudly Canadian Company' - the brand is Canadian, which is why the .ca and not the .com is the house store. CHANNEL DIVERGENCE WORTH FLAGGING: the Lycra hit does NOT appear in products.json body_html (0/23) - it lives only in the PDP server HTML. The Shopify feed alone would have returned a false zero here too."
Valstar,names_technology,"Storm System - LICENSED (Loro Piana's mark; standing rule: a Loro Piana mark on a house that is not Loro Piana is licensed). 1 of 515 catalogue products: 'crafted from a refined blend of virgin wool and technical jersey. Thanks to the Storm System treatment, the fabric is water- and wind-resistant while preserving the natural breathability'. Also on 2 of 90 collection/content pages. Written WITHOUT the (R). Loro Piana (the mill name itself) - LICENSED, 2 of 515 products: 'a cashmere lining from Loro Piana' on the Valstarino in coffee and in black. Riri (zipper maker) - LICENSED, 1 of the 120 PDPs sampled. NO (R)/TM GLYPHS ANYWHERE: 0 across 515 feed records, 120 PDPs and 90 content pages. Everything else is generic descriptive prose, not a mark: 'technical fabric' 18 products, 'membrane' 3, 'waterproof' 36, 'water-repellent'/'water repellent' 25-27, all lower-case. 0 hits for gore-tex, primaloft, cordura, thinsulate, thermore, polartec, schoeller, pertex, coolmax, sympatex, thindown, dermizax, econyl, dyneema, ventile, supima, tencel, alcantara, aquaguard. 'Valstarino' is the house's iconic GARMENT/model name, not a fabric name - excluded per the judgement rule (it names a jacket, and its own product records give the material as suede/deerskin, not as 'Valstarino').",licensed,"3 licensed marks, all third-party; Storm System on 1 of 515 products (0.2%), Loro Piana on 2, Riri on 1 of 120 sampled PDPs; 0 house fabric names",https://valstarmilano.com/en-us/products/overcoat-green,"CHANNEL 1 catalogue census: /products.json?limit=250 paged to an empty page = 515 products (250+250+15, page 4 empty). Vendor field 'Valstar' on 515 of 515 - single house, no stocked labels, so no multi-brand separation needed. CHANNEL 2 per-PDP fetch: /sitemap.xml -> sitemap_products_*.xml = 7,740 product URLs (the sitemap is locale-multiplied - it/en/eu/us variants of the same 515 garments, which is why it does not match the feed; the feed is the authoritative count), 120 retrieved as raw server HTML with word-boundary grep. Also 90 of 600 /pages/ + /collections/ + blog URLs - there is no fabrics/technology/innovation page and no material filter facet on this site. CONTROLS on the feed: live#1 'cotton' 129/515, live#2 'jacket' 375/515 (two unrelated live words, both hit); null 'zzzqqxwv' 0/515; channel: body_html >30 chars on 515 of 515. PDP channel control: a composition word (cotton|wool|leather|suede|nylon|cashmere) present in 120 of 120 PDPs. All three PASS.","DOMAIN ESTABLISHED: valstarmilano.com (Shopify, shop handle valstar-shop.myshopify.com, canonical https://valstarmilano.com/, locale paths /it-int /en-ue /en-us). NEITHER bracketed domain is the house store: valstarino.com returns ERR_ADDRESS_UNREACHABLE in the browser (DNS resolves, nothing serves), and valstar.it throws a Chrome TLS 'Privacy error' interstitial and fails a no-cors fetch - so on the evidence available here, valstar.it is not a usable house store either. valstarmilano.com was surfaced by a duckduckgo.com/html search [NON-FIRST-PARTY CORROBORATION ONLY] and then confirmed first-party ON THE SITE: its own cart and checkout, /pages/heritage, /pages/the-valstarino, /pages/flagship-stores, and on-page copy 'Valstar is a contemporary luxury maison founded in 1911 in Milan'. Multi-brand retailers that also rank for Valstar (guarinostore.com, michaeljondral.com, woolsboutiqueuomo.com, milanstyle.com, monocle.com) were excluded as stockists, not the house. JUDGEMENT: every named mark on this site belongs to somebody else - Valstar names Loro Piana's Storm System, Loro Piana cashmere and Riri zips, and has NO fabric name of its own anywhere in 515 products."
Charvet,unclear,"NOTHING - and there is nothing to look at. charvet.com is a single holding page. After stripping the inline SVG logo, the entire <body> is 444 bytes: one logo, a mailto:contact@charvet.com link and a link to instagram.com/charvet_official. document.body.innerText is 1 character. The site's own internal SVG id is '00.0_temporary_page'. 0 TM/(R) glyphs, 0 hits for every term on the list, 0 product records, 0 compositions, 0 descriptions. There is no fabrics/technology page because there are no pages.",none,"0 products, 0 marks; the whole first-party site is 1 page / 444 bytes of body markup",https://charvet.com/,"CHANNEL 1 catalogue census: IMPOSSIBLE - no product feed (/products.json is not served), no sitemap.xml, and no robots.txt (Apache returns a plain 404 'The requested URL /robots.txt was not found on this server'). CHANNEL 2 per-PDP: IMPOSSIBLE - there are no product URLs; the site has no internal links at all, only a mailto and an external Instagram link. CHANNEL 3 search box: there is no search box. What WAS censused: the complete rendered server HTML of the one page that exists (123,196 bytes, of which ~122,750 is the inline SVG logo sprite), grepped on word boundaries for the full term list and harvested for TM/(R). CONTROLS: live control FAILS - 'chemise' 0, and the only real word on the page is 'Paris' (2, in the meta description); null 'zzzqqxwv' 0 (passes); CHANNEL CONTROL FAILS - the kind of text being searched for (compositions, product descriptions) is not present in the channel anywhere on the domain. Per the spec, a zero without all three controls is not a finding, so this is written as unclear.","DOMAIN ESTABLISHED: charvet.com IS live and IS first-party - it resolves, serves 200, and its own metadata reads 'Site officiel de Charvet Place Vendome. Chemisier et tailleur depuis 1838. Sur-mesure et pret-a-porter.' (title 'Charvet Place Vendome - Maison fondee en 1838'). www.charvet.com redirects to charvet.com. THE ANSWER TO THE QUESTION ASKED: Charvet is BRAND-SITE ONLY, and even that is currently a temporary holding page - it has NO online catalogue of any kind, no shop, no product pages, no e-commerce. The legacy domain www.charvet-shirts.com carries the same page title in search indexes but cannot be loaded here (ERR_SSL_VERSION_OR_CIPHER_MISMATCH - an out-of-date TLS server), so it adds nothing. A duckduckgo.com/html search [NON-FIRST-PARTY CORROBORATION ONLY] for Charvet e-commerce returns only third-party stockists and resale - Mytheresa, Bergdorf Goodman, Lyst, eBay, Poshmark, milanstyle - which is consistent with the house having no direct-to-consumer store. The verdict is 'unclear' ON CONTROLS, not on coverage: coverage is 100% (the whole site was censused). If the main thread wants a substantive answer it is 'Charvet names no technology, because Charvet publishes no product text at all'."
